ID,transaction_count,credit_count,debit_count,net_count,debit_amount,credit_amount,amount_moved,CAT_Animais de estimação,CAT_Cabeleireiro e Barbeiro,CAT_Cafés e Pastelarias,CAT_Carro e Transportes,CAT_Casa,CAT_Combustível,CAT_Compras e Serviços,CAT_Diversos,CAT_Educação,CAT_Empréstimos e Rendas,CAT_Hobbies,CAT_Investimentos e Poupanças,CAT_Lazer e Viagens,CAT_Levantamentos,CAT_Não categorizadas,CAT_Ordenado e Subsídios,CAT_Outros Rendimentos,CAT_Restaurantes e Bares,CAT_Saúde e Bem estar,CAT_Seguros,CAT_Subscrições,CAT_Supermercado,CAT_Taxas e Impostos,CAT_Tecnologia,CAT_Telecomunicações,CAT_Vestuário e Calçado,"CAT_Água, luz e gás",target
173,219,40,179,-139,13686.679999999998,14498.150000000001,28184.83,0,0,0,0,1,9,4,7,1,0,0,0,0,46,41,4,29,7,2,0,0,45,9,0,9,1,4,1
174,1384,247,1137,-890,375293.44999999995,365772.56000000006,741066.0099999998,7,4,3,39,12,39,58,30,5,6,4,7,3,43,408,11,218,115,43,25,0,161,74,5,13,33,18,0
175,207,25,182,-157,4925.099999999999,5419.96,10345.060000000001,0,4,0,2,0,1,3,5,0,4,0,4,0,6,25,0,23,14,4,12,0,72,2,0,5,9,12,0
176,164,14,150,-136,17750.97,11589.8,29340.77,0,1,2,18,1,13,12,5,0,5,0,0,0,11,11,0,12,9,16,4,0,18,6,1,4,6,9,0
177,137,16,121,-105,7892.1,5316.0,13208.099999999999,1,0,0,0,2,13,17,10,0,0,0,0,0,0,13,0,15,4,4,4,0,9,10,0,5,2,28,0
178,300,41,259,-218,13671.869999999999,17810.66,31482.53,2,0,4,42,0,7,2,6,1,0,0,0,0,6,65,7,29,55,6,4,0,29,30,0,0,5,0,0
179,234,48,186,-138,45858.219999999994,46480.42999999999,92338.65000000001,0,0,0,16,2,12,6,3,1,4,0,4,2,12,28,2,33,3,2,4,0,53,16,0,9,4,18,0
180,399,18,381,-363,14177.289999999999,12613.15,26790.440000000002,0,0,7,14,2,50,33,9,3,0,1,0,0,12,47,8,4,50,24,4,0,81,27,2,2,17,2,1
181,453,53,400,-347,18208.16,19184.5,37392.66,0,0,5,17,26,6,28,21,0,4,0,12,0,31,69,5,36,25,36,8,0,64,36,0,7,11,6,0
182,1836,61,1775,-1714,26266897.18,25194248.400000002,51461145.58,0,0,0,2,6,4,10,573,0,1,0,4,0,2,621,8,36,2,20,0,0,33,361,1,29,15,108,1
183,119,15,104,-89,11578.3,16435.089999999997,28013.390000000003,0,0,0,0,0,0,4,13,0,0,0,7,0,12,24,4,5,0,1,6,0,0,18,0,14,0,11,0
184,256,21,235,-214,19332.19,18089.489999999998,37421.68,4,0,0,1,0,24,52,12,1,0,0,0,0,15,21,9,9,5,13,4,0,52,18,2,10,2,2,0
185,259,52,207,-155,91070.29000000001,110487.73999999999,201558.03,0,0,1,9,2,0,0,23,0,0,0,8,0,1,102,0,41,0,0,8,0,0,37,0,14,0,13,0
187,5816,4819,997,3822,14831140.290000001,14854627.46,29685767.75,0,0,0,4,9,8,39,77,0,28,0,0,1,0,722,23,4691,31,5,1,0,8,143,0,18,0,8,1
189,244,92,152,-60,14527.46,13576.969999999998,28104.43,0,0,0,1,0,12,1,7,0,0,0,0,0,1,36,2,80,29,5,0,0,50,13,0,4,1,2,1
190,5622,3807,1815,1992,15465875.07,15381156.879999999,30847031.950000003,0,4,1,72,30,23,74,307,11,6,0,4,1,55,1961,109,2504,21,47,25,0,37,219,3,37,13,58,0
191,955,356,599,-243,712161.4,738503.23,1450664.63,0,0,0,35,2,14,22,18,2,14,1,19,1,6,193,16,332,37,12,43,0,23,101,3,8,2,51,0
192,35730,22658,13072,9586,592878070.47,577592967.76,1170471038.23,0,0,1,426,6,29,41,680,7,0,1,11,0,8,22136,87,10309,59,54,2,0,35,1263,1,301,1,272,0
193,536,44,492,-448,25372.89,25805.809999999998,51178.7,4,0,0,13,1,3,11,16,5,12,0,0,1,26,218,4,35,24,14,4,0,32,96,2,7,1,7,0
194,602,279,323,-44,99422.93,102502.12,201925.05,0,0,0,12,6,8,31,26,0,4,3,8,0,11,265,10,58,23,8,2,4,19,42,0,17,5,40,0
195,233,18,215,-197,8433.099999999999,8551.57,16984.67,0,2,0,18,1,7,14,14,0,8,0,0,2,7,39,9,5,15,16,13,0,27,20,0,4,1,11,0
196,116,24,92,-68,31325.63,22162.61,53488.23999999999,0,0,0,0,0,0,8,12,0,0,0,0,0,10,10,0,15,0,6,27,0,12,15,0,0,0,1,0
197,120,13,107,-94,12060.3,11199.24,23259.54,0,1,1,0,0,1,8,12,2,0,0,0,0,17,25,4,9,13,13,0,0,6,8,0,0,0,0,0
198,44,15,29,-14,4095.07,3411.59,7506.66,0,0,0,1,0,1,2,3,0,0,0,5,0,0,9,0,11,0,4,0,0,0,0,0,4,0,4,1
199,125,8,117,-109,8956.54,10586.19,19542.73,1,2,0,0,1,6,10,4,0,0,1,0,1,23,13,4,1,7,12,5,0,10,16,0,0,8,0,1
200,235,51,184,-133,17252.43,18084.53,35336.96,1,0,0,1,0,5,1,4,4,12,0,16,0,6,38,8,40,0,4,22,0,29,27,1,11,1,4,0
201,304,21,283,-262,36112.39,148932.78,185045.16999999998,3,10,0,7,6,10,16,14,0,0,1,2,1,29,49,4,6,35,23,15,0,29,18,0,9,7,10,0
202,368,39,329,-290,10495.18,10326.090000000002,20821.27,0,0,0,21,0,6,22,45,0,0,3,1,0,43,44,4,30,117,0,0,0,11,16,2,2,1,0,0
204,400,83,317,-234,19831.77,23498.14,43329.91,0,2,0,14,7,31,17,5,0,8,0,7,0,25,98,14,62,20,10,12,0,15,32,0,13,0,8,0
205,295,31,264,-233,9029.76,10080.529999999999,19110.289999999997,1,3,0,0,1,19,8,13,0,0,0,7,0,51,26,4,17,11,23,0,0,71,7,0,8,18,7,0
206,401,39,362,-323,35702.969999999994,32419.35,68122.32,0,0,0,11,1,73,25,8,0,11,0,2,1,19,55,4,25,6,17,24,0,58,46,0,10,0,5,0
207,529,280,249,31,401361.42,395797.81000000006,797159.23,0,0,0,0,0,0,1,14,0,3,0,0,0,0,168,6,271,1,0,4,0,5,32,0,19,0,5,1
208,490,76,414,-338,42739.31,43049.39,85788.70000000001,0,0,0,10,1,6,5,17,0,0,0,0,0,24,122,0,69,11,11,5,3,9,149,0,28,1,19,1
209,1116,275,841,-566,1466833.6600000001,1465543.8399999999,2932377.5,0,0,0,32,1,2,5,19,2,0,0,0,0,38,583,11,267,3,0,5,0,4,131,0,10,0,3,0
210,50,10,40,-30,1576.5300000000002,5115.779999999999,6692.3099999999995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,7,0,0,0,0,0,20,0,8,0,6,0
211,272,66,206,-140,47519.439999999995,288867.69999999995,336387.14,0,0,0,5,0,5,6,7,0,0,0,0,0,5,48,0,65,11,15,0,0,53,44,0,6,2,0,0
212,971,442,529,-87,782082.5599999999,738456.32,1520538.88,0,0,0,33,0,34,7,41,1,5,1,1,1,0,231,6,434,18,14,11,0,6,85,6,12,4,20,0
213,244,25,219,-194,19588.68,30824.14,50412.81999999999,0,0,0,0,4,1,39,18,1,0,0,0,0,16,38,4,21,13,12,1,0,23,10,0,9,6,28,0
214,607,78,529,-451,111563.79999999999,165147.68000000002,276711.48,0,0,0,51,31,30,43,33,1,1,0,0,2,15,94,4,70,45,31,1,0,75,49,5,6,13,7,0
215,421,113,308,-195,8640817.86,7936975.77,16577793.63,0,0,0,0,15,0,0,90,0,1,0,0,0,0,97,0,110,0,0,17,0,0,63,0,12,0,16,1
216,445,75,370,-295,157093.06,35954.15,193047.21,0,2,0,11,9,17,39,8,1,1,0,3,1,1,80,5,69,5,18,10,0,111,36,3,10,3,2,0
217,239,15,224,-209,32125.39,7923.91,40049.3,1,2,0,4,0,11,15,8,0,12,0,0,5,31,27,4,2,18,10,24,0,34,25,0,1,5,0,0
218,111,11,100,-89,12241.109999999997,12537.380000000001,24778.49,0,0,0,4,2,1,9,5,0,0,0,4,0,9,11,1,7,2,4,0,0,40,9,1,2,0,0,0
219,387,51,336,-285,22868.43,23549.079999999998,46417.51,2,2,0,5,2,13,3,0,0,0,0,7,4,28,55,4,39,7,30,0,0,128,23,0,18,3,14,0
220,124,19,105,-86,12468.919999999998,5578.68,18047.600000000002,0,0,0,8,2,0,5,1,0,0,1,1,1,16,8,4,11,3,4,0,0,43,9,0,4,0,3,1
221,152,14,138,-124,6107.57,6207.58,12315.15,2,3,0,6,0,2,9,6,0,0,0,0,0,7,32,5,6,5,18,0,0,12,3,1,10,13,12,1
222,208,28,180,-152,9490.34,9124.460000000001,18614.8,0,2,1,4,1,6,8,10,0,4,0,8,2,5,56,0,22,8,11,10,0,9,12,2,4,15,8,0
223,1128,453,675,-222,712013.4400000001,533313.4,1245326.8399999999,1,11,2,56,2,12,32,38,4,28,1,17,0,16,286,12,277,45,50,31,1,53,96,6,12,24,15,0
224,304,35,269,-234,18668.840000000004,18804.91,37473.75,0,0,0,0,0,1,11,0,0,0,0,9,0,29,39,5,25,30,8,0,0,125,4,0,8,7,3,1
225,459,74,385,-311,61012.649999999994,60389.53999999999,121402.19000000002,0,4,0,21,2,7,19,56,0,5,2,0,4,23,72,7,55,22,7,27,0,44,55,3,3,19,2,1
226,137,14,123,-109,6376.100000000001,6713.369999999999,13089.469999999998,0,0,0,21,1,2,8,4,0,0,0,0,0,14,30,4,7,3,4,0,0,23,9,3,0,3,1,1
228,620,226,394,-168,136553.7,143329.85,279883.55000000005,0,1,0,22,1,14,31,43,1,7,0,3,2,10,281,0,75,30,12,6,2,19,38,0,9,3,10,0
229,243,32,211,-179,19518.239999999998,17356.91,36875.149999999994,0,2,0,13,1,0,16,3,0,0,0,2,0,16,22,0,25,20,11,4,0,54,20,0,6,8,20,0
230,184,11,173,-162,84010.26000000001,193982.19999999998,277992.46,0,0,0,3,0,8,2,5,0,15,0,0,2,10,14,4,4,18,10,19,0,30,17,4,2,2,15,1
231,585,41,544,-503,12655.449999999999,11361.599999999999,24017.050000000003,0,4,15,84,3,19,35,10,0,4,1,0,2,4,82,8,25,147,35,13,0,58,18,1,4,7,6,0
233,96,10,86,-76,6464.8,6316.7,12781.5,0,0,0,0,0,0,4,0,0,0,0,0,0,34,9,4,5,0,3,0,0,25,2,0,0,2,8,0
234,125,14,111,-97,97261.93,99142.5,196404.42999999996,0,0,0,1,0,9,5,1,0,0,0,3,0,20,3,7,7,2,5,11,0,24,11,0,5,4,7,1
235,138,29,109,-80,1851.2699999999998,6030.33,7881.599999999999,0,0,0,35,0,3,6,0,0,0,0,0,0,0,37,4,23,20,2,0,0,2,5,0,0,1,0,0
236,1146,218,928,-710,828152.66,824895.21,1653047.8699999999,5,0,19,46,7,63,37,103,6,24,1,2,4,40,244,11,175,86,10,19,0,42,156,8,18,3,17,0
237,826,165,661,-496,52133.42,49374.75,101508.17000000001,0,0,0,29,2,49,15,36,7,0,2,4,0,11,272,0,141,49,23,28,0,62,77,2,5,0,12,0
238,289,48,241,-193,17370.17,17295.35,34665.52,14,0,0,0,4,11,8,2,0,4,1,4,2,46,24,12,33,6,8,12,0,52,16,1,8,17,4,1
239,996,426,570,-144,1908345.3100000003,1899943.56,3808288.869999999,0,0,0,277,5,9,21,36,0,0,1,0,2,2,89,12,436,7,4,0,0,14,53,3,8,0,17,0
240,129,16,113,-97,10788.289999999999,23795.87,34584.16,3,1,0,18,0,11,10,4,0,4,0,0,4,0,20,0,10,6,4,9,0,2,13,3,3,1,3,0
241,257,13,244,-231,12119.119999999999,9520.49,21639.61,6,0,13,0,1,12,22,5,2,0,0,0,0,24,52,4,4,15,5,5,0,51,18,1,5,8,4,0
242,202,139,63,76,44251.659999999996,75463.99,119715.65000000001,0,0,0,0,0,0,4,12,0,0,0,0,0,0,13,6,138,0,0,3,0,0,18,0,3,0,5,1
243,450,53,397,-344,31420.609999999997,30680.96,62101.57,0,0,3,23,2,6,34,8,2,0,3,9,2,15,62,8,42,38,54,8,0,91,12,3,5,15,5,1
244,227,37,190,-153,13687.45,13446.36,27133.809999999998,4,3,0,1,0,7,25,9,5,0,0,0,0,11,34,4,24,4,15,0,0,41,5,1,13,17,4,1
245,167,30,137,-107,5116.84,5021.900000000001,10138.74,0,1,0,21,0,5,2,12,0,0,0,0,0,0,29,4,17,7,1,1,0,21,29,0,13,1,3,1
246,214,34,180,-146,5964.129999999999,5171.709999999999,11135.84,0,0,1,13,0,13,10,4,0,0,0,0,0,18,25,3,14,5,18,0,0,53,15,0,4,10,8,1
247,988,504,484,20,1241576.23,1376708.62,2618284.85,2,0,0,26,16,12,20,28,0,0,0,0,3,7,230,11,489,16,5,9,0,43,38,0,16,3,14,1
248,327,35,292,-257,22585.69,26268.34,48854.03,0,0,0,2,1,3,10,17,5,0,0,0,0,45,53,0,7,4,15,4,6,109,26,0,7,1,12,0
250,104,23,81,-58,15034.419999999998,8743.98,23778.399999999998,0,1,0,0,4,2,12,1,1,0,0,0,0,12,6,4,15,0,6,0,0,13,11,2,7,1,6,1
251,16,1,15,-14,80.98,0.98,81.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,1,0
252,348,36,312,-276,109005.91999999998,110371.08000000002,219377.00000000003,1,0,0,1,4,22,29,20,1,7,0,0,2,6,91,0,34,80,4,13,1,4,21,0,5,0,2,0
253,181,17,164,-147,11491.57,5575.199999999999,17066.769999999997,0,0,1,20,2,11,7,11,0,0,0,0,0,4,35,4,8,25,8,1,0,20,15,1,3,2,3,0
256,298,100,198,-98,31228.480000000003,31360.579999999994,62589.060000000005,0,1,0,0,0,5,9,13,0,0,0,9,1,2,102,4,91,15,4,0,0,19,11,0,4,8,0,1
257,703,43,660,-617,103545.26000000001,116103.23000000001,219648.49,0,0,29,57,1,12,25,28,0,0,0,0,0,20,107,4,33,127,36,0,0,131,69,2,5,9,8,0
258,133,84,49,35,137279.0,24549.670000000002,161828.66999999998,0,0,0,0,10,0,0,6,0,0,0,0,0,0,20,0,75,0,0,0,0,0,16,0,0,0,6,1
259,188,13,175,-162,9236.64,8787.289999999999,18023.93,0,0,0,4,0,10,7,10,0,0,0,0,0,17,10,8,0,11,15,4,0,62,12,0,7,7,4,0
260,306,24,282,-258,11788.55,9312.1,21100.65,0,0,0,0,1,16,69,0,4,9,0,0,0,25,33,4,15,4,6,6,0,72,12,2,4,12,12,1
261,757,39,718,-679,78249.41,84036.48000000001,162285.89,0,4,0,21,2,13,37,49,6,4,2,8,4,30,191,0,36,112,29,18,0,115,40,8,6,18,4,0
262,1225,187,1038,-851,1952503.58,2054057.98,4006561.5600000005,2,2,0,22,5,1,14,56,1,23,3,2,7,10,470,18,156,37,14,29,0,61,257,5,20,0,10,0
263,610,69,541,-472,44354.89,44093.619999999995,88448.51,6,0,0,22,0,22,13,42,0,0,0,4,1,55,93,0,68,154,19,0,0,83,16,2,5,0,5,1
264,511,83,428,-345,27206.05,29692.55,56898.600000000006,0,31,0,7,3,16,47,0,3,4,0,0,0,34,56,0,55,6,33,1,0,107,23,2,12,8,63,0
265,375,42,333,-291,154399.63,25093.68,179493.31,1,0,0,29,0,19,5,22,0,0,0,0,60,10,83,4,29,25,28,12,0,3,36,0,4,1,4,1
266,415,34,381,-347,236801.71999999997,206765.62,443567.33999999997,0,0,0,43,18,25,27,22,0,0,0,0,3,30,66,0,32,34,3,32,0,41,23,5,8,0,3,0
267,182,13,169,-156,7630.5999999999985,19153.15,26783.75,0,0,0,0,4,19,15,5,4,0,0,7,0,16,6,5,5,4,11,15,0,38,13,0,9,0,6,0
268,200,13,187,-174,66282.85,17470.23,83753.08,3,2,0,0,4,0,12,10,0,0,0,0,0,9,82,3,10,4,11,5,0,18,16,4,0,7,0,1
269,244,21,223,-202,24044.77,20268.68,44313.45,2,0,1,2,2,3,20,4,3,4,0,2,0,14,25,8,9,48,16,4,0,43,18,4,0,9,3,1
270,193,10,183,-173,21375.86,11531.91,32907.77,0,0,0,8,11,19,1,5,0,5,0,2,0,10,15,3,5,10,8,20,0,52,16,0,0,3,0,0
271,223,31,192,-161,11230.630000000001,8658.12,19888.75,2,0,0,24,1,15,8,9,2,0,0,0,0,20,21,4,17,42,16,0,0,5,15,0,5,11,6,1
272,281,47,234,-187,9357.350000000002,10906.029999999999,20263.38,1,0,0,7,0,9,21,3,3,4,2,0,0,7,42,0,32,38,16,0,0,52,23,1,7,2,11,0
273,2301,2102,199,1903,223576.44999999998,347572.93999999994,571149.39,0,0,0,0,4,1,1,3,0,0,0,0,0,32,111,6,2028,5,5,9,0,26,38,0,17,0,15,0
274,203,34,169,-135,12591.970000000001,12188.48,24780.45,0,0,0,4,0,2,5,4,0,0,1,4,0,29,33,4,28,5,16,4,0,40,16,3,0,5,0,0
275,83,3,80,-77,8581.33,5420.03,14001.359999999999,0,0,0,0,0,9,1,1,4,0,0,0,3,10,13,3,0,1,9,1,0,16,0,2,6,0,4,1
276,378,39,339,-300,45106.65,44025.34,89131.99,1,0,0,9,0,40,3,10,0,12,0,5,1,37,77,4,28,24,9,19,0,18,66,3,4,1,7,0
277,317,30,287,-257,7856.41,7957.989999999999,15814.400000000001,0,0,1,46,0,12,17,5,0,14,1,0,0,30,27,0,17,4,3,24,0,75,33,0,3,0,5,0
278,268,47,221,-174,15653.97,14408.289999999999,30062.260000000002,0,0,0,8,0,18,20,33,1,16,0,1,0,18,42,4,28,3,3,22,0,5,31,1,4,2,8,0
279,7,0,7,-7,268.18,0.0,268.18,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,1
280,361,49,312,-263,40970.12,41678.94,82649.06,0,0,0,19,2,25,7,12,0,8,0,3,0,51,46,8,26,17,19,28,0,71,2,0,4,7,6,0
282,81,13,68,-55,11178.619999999997,8928.59,20107.21,0,0,0,1,0,13,5,3,0,0,1,0,0,11,2,0,12,5,5,0,0,15,0,1,0,1,6,1
283,67,44,23,21,16388.9,21128.92,37517.82,0,0,0,0,1,0,0,2,0,0,0,4,0,0,13,0,39,0,0,1,0,0,2,0,0,0,5,0
284,523,176,347,-171,102319.75,100736.0,203055.74999999997,0,0,0,22,1,22,19,13,1,16,0,0,0,0,145,8,166,2,1,19,0,8,60,1,12,1,6,0
285,205,45,160,-115,19114.629999999997,112399.15999999999,131513.79,1,1,0,3,0,0,2,15,0,0,1,0,0,1,78,0,41,20,10,2,0,10,20,0,0,0,0,0
286,29,15,14,1,3973.55,1606.8,5580.349999999999,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,15,0,0,1,0,0,9,0,0,0,0,1
288,253,15,238,-223,5710.72,4366.499999999999,10077.220000000001,0,0,0,14,7,7,11,8,0,0,0,8,0,23,38,3,9,24,11,1,0,52,16,6,11,0,4,1
289,22,1,21,-20,614.91,2.0,616.91,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,1,8,0,0,0,6,0
290,540,36,504,-468,37587.229999999996,33679.55,71266.78,10,1,1,27,6,13,45,41,3,0,0,1,1,28,93,7,18,50,24,20,0,73,34,1,9,14,20,0
291,265,21,244,-223,5016.43,4250.45,9266.88,0,0,0,35,0,15,45,19,0,4,1,0,0,17,41,4,13,5,1,1,0,33,28,3,0,0,0,0
292,144,13,131,-118,89034.93999999999,83884.05,172918.99,0,0,0,1,3,1,8,4,2,0,2,8,2,7,19,4,7,4,13,6,0,20,16,0,7,0,10,0
293,424,35,389,-354,26981.32,19442.99,46424.31,1,3,1,5,1,18,15,17,0,0,1,3,0,3,123,0,32,85,19,0,0,32,41,1,12,4,7,0
294,430,31,399,-368,24130.86,23382.49,47513.35,0,0,0,12,4,48,24,10,0,4,1,7,1,26,75,11,17,24,21,9,0,80,23,2,14,11,6,0
295,119,21,98,-77,62536.549999999996,55191.520000000004,117728.07,0,0,0,7,0,4,1,4,1,0,0,0,0,7,16,13,21,0,0,0,0,0,14,0,18,0,13,1
296,600,90,510,-420,54979.729999999996,55262.520000000004,110242.25,0,0,0,39,4,34,18,37,0,22,0,4,0,33,99,10,67,38,29,28,4,90,37,1,0,4,2,0
297,876,47,829,-782,34579726.82,34583650.09,69163376.91,0,0,0,2,0,0,0,18,0,0,0,0,0,0,727,18,36,0,0,0,0,0,75,0,0,0,0,0
298,495,220,275,-55,385814.06,500132.6500000001,885946.71,0,0,0,4,5,10,13,24,1,0,1,8,0,16,80,27,205,9,6,4,0,9,28,0,16,0,29,1
299,172,10,162,-152,12144.060000000001,9053.4,21197.46,12,0,1,15,0,0,5,0,1,0,5,0,0,20,18,4,4,3,14,0,0,45,10,3,4,1,7,1
300,242,6,236,-230,11035.01,9156.88,20191.89,0,1,0,17,0,5,6,9,0,4,1,0,0,36,15,0,4,56,5,3,0,47,14,0,4,5,10,0
301,286,3,283,-280,39231.270000000004,112.0,39343.27,1,0,0,25,0,21,16,4,0,3,0,0,0,36,32,0,3,8,5,27,0,58,26,1,5,0,15,0
302,192,19,173,-154,22149.37,21637.52,43786.89,0,0,0,7,0,12,12,5,0,0,1,4,0,14,18,7,6,6,18,1,0,52,17,0,0,7,5,0
303,192,24,168,-144,2476.0,4703.19,7179.19,0,0,0,3,0,4,4,2,0,0,1,0,1,2,76,4,16,18,12,1,0,11,28,0,9,0,0,0
304,200,51,149,-98,105329.28999999998,103283.6,208612.89,0,2,0,15,0,2,4,24,0,8,1,1,0,1,26,4,23,7,7,19,0,14,36,0,0,0,6,1
305,379,36,343,-307,13831.01,12154.95,25985.960000000003,2,0,0,21,1,49,7,9,1,16,0,0,1,38,44,4,26,21,23,31,0,40,25,1,10,1,8,0
306,319,18,301,-283,17737.93,79952.39,97690.31999999999,1,0,0,22,8,3,11,13,0,4,0,0,0,53,22,8,10,16,7,12,0,90,17,0,4,11,7,0
307,226,19,207,-188,15525.39,14911.680000000002,30437.07,0,0,0,2,1,5,10,8,0,4,0,0,0,0,45,3,16,77,6,8,0,10,23,0,1,1,6,0
308,237,11,226,-215,79105.89,76589.63,155695.52000000002,0,1,0,6,0,9,14,5,2,3,0,0,1,17,67,0,7,10,1,0,0,30,36,1,13,9,5,0
309,179,19,160,-141,11188.84,9901.85,21090.69,1,0,0,10,1,4,6,5,0,8,9,0,1,25,21,2,12,17,9,0,0,6,40,0,1,1,0,0
310,230,65,165,-100,14348.99,21631.33,35980.32,0,0,0,14,0,17,3,9,1,0,1,1,0,5,37,8,55,26,3,4,0,31,8,0,4,3,0,0
311,146,8,138,-130,6922.76,7918.34,14841.099999999999,0,0,0,4,0,1,13,9,0,0,0,0,0,11,29,4,4,2,8,1,0,45,8,3,4,0,0,1
312,179,68,111,-43,5838.140000000001,5937.68,11775.82,1,0,0,0,2,1,10,7,0,0,0,1,1,0,37,0,58,6,8,8,0,25,8,6,0,0,0,0
313,225,15,210,-195,10420.739999999998,13138.19,23558.93,1,0,0,4,2,28,20,2,4,4,0,0,0,10,13,4,6,24,3,13,0,63,8,4,5,2,5,1
314,397,66,331,-265,92365.75,91717.85,184083.6,1,3,0,21,9,5,24,8,4,8,0,18,2,34,67,4,56,20,16,12,0,49,18,0,2,4,12,0
315,125,15,110,-95,22303.100000000002,20239.300000000003,42542.399999999994,0,1,0,7,2,3,12,4,0,0,0,0,0,3,26,4,7,2,16,0,0,16,11,0,6,4,1,1
316,416,66,350,-284,176802.71,171267.78000000003,348070.49,0,0,1,13,3,39,10,41,0,18,0,0,6,2,32,0,65,43,12,21,0,24,71,2,5,3,5,0
317,546,71,475,-404,28756.170000000002,28080.38,56836.55,0,0,17,26,1,36,25,19,0,20,0,0,0,22,64,4,50,48,8,28,0,54,87,0,17,11,9,0
318,5398,3842,1556,2286,7808419.720000001,5485056.96,13293476.68,0,4,0,11,4,15,41,57,1,5,0,0,0,32,875,18,3723,28,12,91,0,25,393,1,49,8,5,0
319,473,14,459,-445,45730.73,39004.32,84735.05,0,0,0,17,3,4,27,27,0,16,2,0,2,42,96,0,9,42,3,33,0,15,101,9,6,1,18,0
322,135,33,102,-69,12674.74,5687.849999999999,18362.589999999997,0,0,0,16,0,3,4,1,0,0,0,0,1,3,49,0,27,6,1,0,0,7,7,1,4,1,4,1
323,620,144,476,-332,791279.05,769839.74,1561118.79,0,0,2,36,0,14,4,42,0,0,0,0,0,52,111,24,136,85,13,38,0,9,26,2,16,0,10,1
324,270,117,153,-36,117605.91,136895.2,254501.11,0,0,0,0,0,5,4,17,0,4,0,1,0,0,46,8,113,0,4,15,0,0,30,0,11,0,12,0
325,183,19,164,-145,44472.439999999995,38965.399999999994,83437.84,0,0,0,15,1,6,22,12,0,0,0,0,0,3,55,2,12,8,3,1,0,1,37,0,5,0,0,1
326,1332,652,680,-28,920449.8700000001,868978.6699999999,1789428.54,0,0,0,21,6,13,14,116,1,39,0,3,0,0,400,16,539,0,0,10,0,8,100,8,19,0,19,0
327,219,36,183,-147,15259.83,15060.13,30319.96,0,0,0,19,0,3,7,35,0,4,1,0,0,1,40,0,35,9,12,9,0,6,25,0,0,0,13,0
328,269,53,216,-163,46205.630000000005,42660.409999999996,88866.04000000001,0,0,0,1,2,5,12,20,0,6,0,0,4,10,61,0,37,23,11,13,0,20,26,1,4,5,8,0
330,459,27,432,-405,92656.86,91047.09,183703.95,0,0,0,51,0,53,25,11,0,8,1,0,3,6,75,4,19,58,20,7,0,12,89,1,6,0,10,0
331,155,9,146,-137,4151.9400000000005,33244.86,37396.8,0,0,1,1,0,11,5,0,0,0,0,0,0,38,6,4,5,1,4,1,0,70,3,0,1,0,4,1
332,143,19,124,-105,13262.359999999999,17259.49,30521.85,0,0,0,3,1,1,1,4,1,0,0,2,1,28,25,4,13,7,12,1,0,8,12,1,3,11,4,0
333,572,57,515,-458,36417.93,79077.57999999997,115495.51000000001,0,2,0,1,1,43,22,24,3,4,1,5,1,21,41,5,47,49,15,4,0,227,19,2,12,17,6,0
334,566,183,383,-200,131370.83,450201.57,581572.4,0,0,0,1,0,4,18,31,1,6,1,39,0,3,82,0,154,33,12,51,0,13,33,3,24,4,53,0
335,142,53,89,-36,18374.000000000004,17649.86,36023.86,0,0,0,3,1,0,1,5,0,0,0,3,1,4,57,4,45,0,5,0,0,1,8,0,0,4,0,0
336,14,2,12,-10,7040.119999999999,7000.0,14040.119999999999,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,1
337,434,168,266,-98,2788489.11,1895497.9500000002,4683987.06,0,0,0,80,0,32,4,26,0,0,0,0,0,0,34,4,174,0,0,0,0,8,62,0,6,0,4,1
338,15,0,15,-15,399.1199999999999,0.0,399.1199999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,8,0
339,12,1,11,-10,176.31,0.12,176.42999999999998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0
340,10,0,10,-10,41.92000000000001,0.0,41.92000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
341,456,49,407,-358,756097.34,867844.2,1623941.54,1,0,0,2,4,7,11,44,0,8,0,0,0,22,142,17,41,11,7,14,0,45,49,2,22,2,5,0
342,66,12,54,-42,127371.37000000001,61341.479999999996,188712.85,1,0,0,0,0,1,2,9,0,0,0,0,0,2,14,4,5,2,0,1,0,1,19,0,0,1,4,0
343,201,17,184,-167,13563.78,12391.320000000002,25955.1,5,0,8,2,0,4,6,3,0,0,2,0,1,19,28,4,10,45,9,0,0,22,28,1,4,0,0,1
344,163,6,157,-151,9060.0,9824.769999999999,18884.769999999997,0,0,0,19,1,27,5,2,1,0,1,0,0,2,13,4,1,21,5,1,0,35,14,0,4,0,7,0
